TicketNumber,Client,Staff,Source,Title,Resolution,HelpTopic,DataOn,ClosedDate,ModifiedDate,KYC,Date Opened,Closed Date,Modified Date,ResolutionDurationMins,DayOfWeekOpened,TimeOfDayOpened,Ticket Age,Resolution Summary,Sentiment,Sentiment Score,HelpTopicCount,DayOfWeekNum
IT098755,User,ITSupport,Email,Install postgres database on my machine,"Go to \imfs\software\postgres location, copy postgresql database into local and install",Software Request,19-01-2016 13:14,19-01-2016 17:30,19-01-2016 13:14,YYY,2016-01-19 13:14:00,2016-01-19 17:30:00,2016-01-19 13:14:00,256.0,Tuesday,13.0,256.0,"go to imfssoftwarepostgres location, copy postgresql database into local and install .",NEGATIVE,0.9953023195266724,2,2
IT835203,User,ITSupport,Email,Status Changed,Status changed from Pending to Closed by Nagaraju Mochi,Access Requests,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-06-09 15:57:00,N,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-06-09 15:57:00,44789.0,Tuesday,13.0,44789.0,Status changed from Pending to Closed by Nagaraju Mochi .,POSITIVE,0.9965285658836365,243,2
IT344214,User,ITSupport,Email,Collaborators added by end user,Krishna Subramanian &lt;ksubramanian@abc.com&gt; via Email (cc),Access Requests,2017-05-09 14:06:00,2017-06-09 16:06:00,2017-05-09 14:06:00,N,2017-05-09 14:06:00,2017-06-09 16:06:00,2017-05-09 14:06:00,44760.0,Tuesday,14.0,44760.0,Krishna Subramanian &lt;ksubramanian@abc.com via email .,POSITIVE,0.9921356439590454,243,2
IT344214,User,ITSupport,Email,,"Hello Ahmed,<br /><br />I spoke with Aaaditya reg., this request, as per the discussion had with him, currently, we are unable to visit the Kapil towers to do the needful on it, for to get your request done, you may login into the Yuva's old machine with his old password, so please once ask Mr. Yuva for his old password from your end.<br /><br /><strong>Regards,</strong><br />Nagaraj.",Access Requests,2017-05-09 14:06:00,2017-06-09 16:06:00,2017-05-09 14:59:00,N,2017-05-09 14:06:00,2017-06-09 16:06:00,2017-05-09 14:59:00,44760.0,Tuesday,14.0,44760.0,aaaditya reg. asked for his old password from your end . you may login into the Yuva's old machine with the old password .,,,243,2
IT835203,User,ITSupport,Email,,"Hello Aaditya,<br /><br />As we could see Yuva having the local profile on his exit desktop, Please once contact him and ask the password from your end and do the login and let us know.<br /><br /><strong>Regards,</strong><br />Nagaraj.<br />040- 46126317",Access Requests,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-05-09 13:55:00,N,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-05-09 13:55:00,44789.0,Tuesday,13.0,44789.0,"Hello Aaditya,br />Br . Please once contact him and ask the password from your end . do the login and let us know .",,,243,2
IT835203,User,ITSupport,Email,Collaborators added by end user,Ahmed Khan &lt;dkhan@abc.com&gt; via Email (cc),Access Requests,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-05-09 13:28:00,N,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-05-09 13:28:00,44789.0,Tuesday,13.0,44789.0,Ahmed Khan &lt;dkhan via email via cc .,POSITIVE,0.9921356439590454,243,2
IT221367,User,ITSupport,Web,Install Microsoft outlook,Installed micrsoft outlook on your machine and closing the ticket,Software Request,19-01-2016 13:14,19-01-2016 17:30,19-01-2016 13:14,YYY,2016-01-19 13:14:00,2016-01-19 17:30:00,2016-01-19 13:14:00,256.0,Tuesday,13.0,256.0,install micrsoft outlook on your machine and close the ticket .,NEGATIVE,0.8064790368080139,2,2
IT344214,User,ITSupport,Email,Status Changed,Status changed from Open to Pending by Nagaraju Mochi,Access Requests,2017-05-09 14:06:00,2017-06-09 16:06:00,2017-05-09 14:59:00,N,2017-05-09 14:06:00,2017-06-09 16:06:00,2017-05-09 14:59:00,44760.0,Tuesday,14.0,44760.0,Status changed from Open to Pending by Nagaraju Mochi .,POSITIVE,0.9965285658836365,243,2
IT344214,User,ITSupport,Email,Ticket Marked Overdue,Ticket flagged as overdue by the system.,Access Requests,2017-05-09 14:06:00,2017-06-09 16:06:00,2017-05-09 22:06:00,N,2017-05-09 14:06:00,2017-06-09 16:06:00,2017-05-09 22:06:00,44760.0,Tuesday,14.0,44760.0,Ticket flagged as overdue by the system .,NEGATIVE,0.8958033323287964,243,2
IT404719,User,ITSupport,Email,Ticket Assigned to Pavan Kumar Thukuntla,please take care,Access Requests,2017-07-11 16:21:00,2017-08-11 15:26:00,2017-07-11 17:30:00,N,2017-07-11 16:21:00,2017-08-11 15:26:00,2017-07-11 17:30:00,44585.0,Tuesday,16.0,44585.0,please take care of your questions . please do not hesitate to contact us for more information.,NEGATIVE,0.7629575133323669,243,2
IT404719,User,ITSupport,Email,,"Hi Karthik,<br /><br />As per your update over the Phone, you have received the laptop (IM-LP-489).We have assigned the same on your name in Myspace.<br /><br />Regards,<br />Pavan.",Access Requests,2017-07-11 16:21:00,2017-08-11 15:26:00,2017-08-11 15:26:00,N,2017-07-11 16:21:00,2017-08-11 15:26:00,2017-08-11 15:26:00,44585.0,Tuesday,16.0,44585.0,"Hi Karthik,br />as per your update over the Phone, you have received the laptop (IM-LP-489).",,,243,2
IT404719,User,ITSupport,Email,Status Changed,Status changed from Open to Closed by Pavan Kumar Thukuntla,Access Requests,2017-07-11 16:21:00,2017-08-11 15:26:00,2017-08-11 15:26:00,N,2017-07-11 16:21:00,2017-08-11 15:26:00,2017-08-11 15:26:00,44585.0,Tuesday,16.0,44585.0,Status changed from Open to Closed by Pavan Kumar Thukuntla .,POSITIVE,0.9965285658836365,243,2
IT742394,User,ITSupport,Email,Ticket Updated,update,Access Requests,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 17:51:00,N,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 17:51:00,174.0,Tuesday,17.0,174.0,update on the latest news . .,POSITIVE,0.987381637096405,243,2
IT742394,User,ITSupport,Email,Ticket Assigned to Nagaraju Mochi,pls check and do the needful,Access Requests,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 17:51:00,N,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 17:51:00,174.0,Tuesday,17.0,174.0,pls check and do the needful .,NEGATIVE,0.948931097984314,243,2
IT742394,User,ITSupport,Email,New Collaborator Added,Raj Ganpur &lt;rganpur@abc.com&gt; added as a collaborator,Access Requests,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 20:22:00,N,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 20:22:00,174.0,Tuesday,17.0,174.0,Raj Ganpur &lt;rganpur added as collaborator as abc.com .,POSITIVE,0.9987597465515137,243,2
IT106071,User,ITSupport,Email,"Login credetials are not working, says username or password wrong.",Password got expired. New password is sent to your email id,Access Requests,15-12-2015 18:12,15-12-2015 20:53,15-12-2015 18:12,YYY,2015-12-15 18:12:00,2015-12-15 20:53:00,2015-12-15 18:12:00,161.0,Tuesday,18.0,161.0,new password is sent to your email id .,NEGATIVE,0.9997428059577942,243,2
IT742394,User,ITSupport,Email,,"Hello,<br /><br />As discussed with Raj Ganpur, we have created the local profile on the machine[IM-PC-120]. Now your team can access it with a common profile.<br /><br />Logins:<br /><br />Username:Â GTM_AdminÂ (As it is a local profile, before giving the username give <strong>.\</strong> )<br />Password: abc123$<br /><br />Kindly get back to us if you need any further assistance.<br /><br />Regards,<br />Nagaraj",Access Requests,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 20:25:00,N,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 20:25:00,174.0,Tuesday,17.0,174.0,"the local profile is a local profile, before giving the username give strong>./strong> .br />Password: abc123$ .",,,243,2
IT742394,User,ITSupport,Email,Status Changed,Status changed from Open to Closed by Nagaraju Mochi,Access Requests,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 20:25:00,N,2017-07-11 17:31:00,2017-07-11 20:25:00,2017-07-11 20:25:00,174.0,Tuesday,17.0,174.0,Status changed from Open to Closed by Nagaraju Mochi .,POSITIVE,0.9965285658836365,243,2
IT340036,User,ITSupport,Email,Ticket Assigned to Sandeep Reddy Jakkidi,Please close the ticket from your end.,Access Requests,2016-11-08 18:59:00,2016-11-08 20:19:00,2016-11-08 19:22:00,N,2016-11-08 18:59:00,2016-11-08 20:19:00,2016-11-08 19:22:00,80.0,Tuesday,18.0,80.0,please close the ticket from your end .,NEGATIVE,0.8438225388526917,243,2
IT340036,User,ITSupport,Email,,You welcome.,Access Requests,2016-11-08 18:59:00,2016-11-08 20:19:00,2016-11-08 20:19:00,N,2016-11-08 18:59:00,2016-11-08 20:19:00,2016-11-08 20:19:00,80.0,Tuesday,18.0,80.0,you welcome . you are a welcome member of your family .,,,243,2
IT340036,User,ITSupport,Email,Status Changed,Status changed from Open to Closed by Sandeep Reddy Jakkidi,Access Requests,2016-11-08 18:59:00,2016-11-08 20:19:00,2016-11-08 20:19:00,N,2016-11-08 18:59:00,2016-11-08 20:19:00,2016-11-08 20:19:00,80.0,Tuesday,18.0,80.0,Status changed from Open to Closed by Sandeep Reddy Jakkidi .,POSITIVE,0.9965285658836365,243,2
IT244010,User,ITSupport,Email,Prvide me the admini privileges to install mysql database,Granted admin privileges to install It will get revoked in 24hrs.,Access Requests,19-01-2016 13:14,19-01-2016 17:30,19-01-2016 13:14,YYY,2016-01-19 13:14:00,2016-01-19 17:30:00,2016-01-19 13:14:00,256.0,Tuesday,13.0,256.0,admin privileges will get revoked in 24hrs .,NEGATIVE,0.9615132808685303,243,2
IT912347,User,ITSupport,Web,Prvide me the admini privileges to install mysql database,Granted admin privileges to install It will get revoked in 24hrs.,Access Requests,19-01-2016 13:14,19-01-2016 17:30,19-01-2016 13:14,YYY,2016-01-19 13:14:00,2016-01-19 17:30:00,2016-01-19 13:14:00,256.0,Tuesday,13.0,256.0,admin privileges will get revoked in 24hrs .,NEGATIVE,0.9615132808685303,243,2
IT724868,User,ITSupport,Email,server#11 got hanged and needed a restart,IT Team has restarted the server and its accessible now.,Data Center Services /Report VM issue,2016-08-23 18:24:29,2016-08-23 18:49:15,2016-08-23 18:24:29,YY,2016-08-23 18:24:29,2016-08-23 18:49:15,2016-08-23 18:24:29,24.766666666666666,Tuesday,18.0,24.766666666666666,IT Team has restarted the server and its accessible now .,NEGATIVE,0.9992414712905884,2,2
IT391809,User,ITSupport,Email,System showing blue screen on startup,"1. Hold the power button until system gets shut down, then hit the power button to boot the machine. If still blue screen appears contact IT team and surrender the laptop.",Hardware,23-02-2016 15:48,23-02-2016 16:26,23-02-2016 15:48,YYY,2016-02-23 15:48:00,2016-02-23 16:26:00,2016-02-23 15:48:00,38.0,Tuesday,15.0,38.0,if still blue screen appears contact IT team and surrender the laptop .,NEGATIVE,0.9858261942863464,2,2
IT198749,User,ITSupport,Email,,"We cannot give two licenses assigned on single account, hence we have given only AD access.<br /><br />",Access Requests,23-02-2016 11:38,23-02-2016 12:21,23-02-2016 12:21,N,2016-02-23 11:38:00,2016-02-23 12:21:00,2016-02-23 12:21:00,43.0,Tuesday,11.0,43.0,we cannot give two licenses assigned on single account . we have given only AD access .,,,243,2
IT236278,User,ITSupport,Email,Need administration acess for installing softwares in my system,<div style=font-size:12pt;color:#000000;background-color:#FFFFFF;font-family:Calibri,Access Requests,23-02-2016 11:30,23-02-2016 12:19,23-02-2016 11:30,N,2016-02-23 11:30:00,2016-02-23 12:19:00,2016-02-23 11:30:00,49.0,Tuesday,11.0,49.0,div style=font-size:12pt;color:#000000;background-color: #FFFFFF;fontfamily:Calibri .,NEGATIVE,0.995858371257782,243,2
IT210043,User,ITSupport,Email,Status Changed,Status changed from Open to Closed by Shijil Kumar Aynoli,Access Requests,25-10-2016 17:49,25-10-2016 18:30,25-10-2016 18:30,N,2016-10-25 17:49:00,2016-10-25 18:30:00,2016-10-25 18:30:00,41.0,Tuesday,17.0,41.0,status changed from Open to Closed by Shijil Kumar Aynoli . Status changed from Closed to Open .,POSITIVE,0.9965285658836365,243,2
IT250766,User,ITSupport,Email,,************ Â This is auto generated mail. Don't reply this mail ***************************<br /><br />Please be aware that ticket #Â IT250766 has been resolved and closed. <br />Please let the IT Support team know if you have any further questions or issues.<br /><br />*********************************************************************************************,Accessories,19-12-2017 11:16,20-12-2017 14:25,20-12-2017 14:25,N,2017-12-19 11:16:00,2017-12-20 14:25:00,2017-12-20 14:25:00,1629.0,Tuesday,11.0,1629.0,ticket # IT250766 has been resolved and closed .,,,122,2
IT236278,User,ITSupport,Email,Collaborators added by end user,Phani Sattiraju &lt;psattiraju@abc.com&gt; via Email (cc)<br />MuraliKrishna Samavedam &lt;msamavedam@abc.com&gt; via Email (cc),Access Requests,23-02-2016 11:30,23-02-2016 12:19,23-02-2016 11:30,N,2016-02-23 11:30:00,2016-02-23 12:19:00,2016-02-23 11:30:00,49.0,Tuesday,11.0,49.0,Phani Sattiraju via email (cc)br />MuraliKrishna Samavedam .,POSITIVE,0.9921356439590454,243,2
IT250766,User,ITSupport,Email,,<div style=font-size:10pt;color:#000000;font-family:Calibri,Accessories,19-12-2017 11:16,20-12-2017 14:25,20-12-2017 12:25,N,2017-12-19 11:16:00,2017-12-20 14:25:00,2017-12-20 12:25:00,1629.0,Tuesday,11.0,1629.0,div style=font-size:10pt;color:#000000;fontfamily:Calibri .,,,122,2
IT250766,User,ITSupport,Email,,<div style=font-size:12pt;color:rgb(0,Accessories,19-12-2017 11:16,20-12-2017 14:25,20-12-2017 12:09,N,2017-12-19 11:16:00,2017-12-20 14:25:00,2017-12-20 12:09:00,1629.0,Tuesday,11.0,1629.0,div style=font-size:12pt;color:rgb(0).,,,122,2
IT250766,User,ITSupport,Email,,<div style=font-size:10pt;color:#000000;font-family:Calibri,Accessories,19-12-2017 11:16,20-12-2017 14:25,20-12-2017 11:22,N,2017-12-19 11:16:00,2017-12-20 14:25:00,2017-12-20 11:22:00,1629.0,Tuesday,11.0,1629.0,div style=font-size:10pt;color:#000000;fontfamily:Calibri .,,,122,2
IT250766,User,ITSupport,Email,,"Received From: PradeepKumar OV &lt;pvijayakumar@abc.com&gt;<br /><br /><div> <p class=MsoNormal"">Approved</p> <p class=""MsoNormal""><p>Â </p></p> <div style=""border:none;border-top:solid #B5C4DF 1.0pt;padding:3.0pt 0in 0in 0in""> <p class=""MsoNormal""><b><span style=""font-size:12.0pt;color:black"">From: </span></b><span style=""font-size:12.0pt;color:black"">Vimal Raj Kuppuswamy &lt;vkuppuswamy@abc.com&gt;<br /><b>Date: </b>Tuesday",Accessories,19-12-2017 11:16,20-12-2017 14:25,20-12-2017 10:10,N,2017-12-19 11:16:00,2017-12-20 14:25:00,2017-12-20 10:10:00,1629.0,Tuesday,11.0,1629.0,"PradeepKumar OV &lt;pvijayakumar@abc.com&gt;br />div> p class=""MsoNormal"">",,,122,2
IT250766,User,ITSupport,Email,Ticket Assigned to Pavan Kumar Thukuntla,Ticket claimed by Pavan Kumar Thukuntla,Accessories,19-12-2017 11:16,20-12-2017 14:25,19-12-2017 11:41,N,2017-12-19 11:16:00,2017-12-20 14:25:00,2017-12-19 11:41:00,1629.0,Tuesday,11.0,1629.0,Ticket claimed by paan Kumar Thukuntla .,NEGATIVE,0.7629575133323669,122,2
IT250766,User,ITSupport,Email,Collaborators added by end user,PradeepKumar OV &lt;pvijayakumar@abc.com&gt; via Email (cc)<br />Stephen Sebastian &lt;ssebastian@abc.com&gt; via Email (cc)<br />Sanapati Patrudu &lt;spatrudu@abc.com&gt; via Email (cc),Accessories,19-12-2017 11:16,20-12-2017 14:25,19-12-2017 11:16,N,2017-12-19 11:16:00,2017-12-20 14:25:00,2017-12-19 11:16:00,1629.0,Tuesday,11.0,1629.0,PradeepKumar OV &lt;pvijayakumar@abc.com&gt . via email (cc)br />Stephen Sebastian .,POSITIVE,0.9921356439590454,122,2
IT325585,User,ITSupport,Email,Collaborators added by end user,Shyamsundhar Kambam &lt;skambam@abc.com&gt; via Email (to)<br />IT Support &lt;it@abc.com&gt; via Email (to)<br />Finance &lt;finance@abc.com&gt; via Email (cc)<br />Hazi Mohmmad &lt;hmohmmad@abc.com&gt; via Email (cc),Accessories,19-12-2017 10:32,19-12-2017 10:36,19-12-2017 10:32,N,2017-12-19 10:32:00,2017-12-19 10:36:00,2017-12-19 10:32:00,4.0,Tuesday,10.0,4.0,Shyamsundhar Kambam &lt;skambam@abc.com&gt; via email (to)br />IT Support via email .,POSITIVE,0.9921356439590454,122,2
IT258300,User,ITSupport,Email,Re: Unable to access outlook and myspace [user id: sdash],"We have reset the password and communicated to user in a mail already, now user is able to login. Hence marking the ticket resolved",Access Requests,19-01-2016 17:23,20-01-2016 11:05,19-01-2016 17:23,YYY,2016-01-19 17:23:00,2016-01-20 11:05:00,2016-01-19 17:23:00,1062.0,Tuesday,17.0,1062.0,we have reset the password and communicated to user in a mail . now user is able to login .,NEGATIVE,0.9998075366020203,243,2
IT569831,User,ITSupport,Email,Collaborators added by end user,Sadanand Kusma &lt;skusma@abc.com&gt; via Email (cc),Accessories,2016-11-01 19:26:00,18-02-2016 11:12,2016-11-01 19:26:00,N,2016-11-01 19:26:00,2016-02-18 11:12:00,2016-11-01 19:26:00,0.0,Tuesday,19.0,-370574.0,Sadanand Kusma@abc.com&gt; via email .,POSITIVE,0.9921356439590454,122,2
IT569831,User,ITSupport,Email,Ticket Assigned to Shashi Kumar Raju Hasthi,Ticket claimed by Shashi Kumar Raju Hasthi,Accessories,2016-11-01 19:26:00,18-02-2016 11:12,2016-12-01 13:21:00,N,2016-11-01 19:26:00,2016-02-18 11:12:00,2016-12-01 13:21:00,0.0,Tuesday,19.0,-370574.0,Ticket claimed by Shashi Kumar Raju Hasthi .,NEGATIVE,0.9295473694801331,122,2
IT569831,User,ITSupport,Email,Ticket Marked Overdue,Ticket flagged as overdue by the system.,Accessories,2016-11-01 19:26:00,18-02-2016 11:12,13-01-2016 07:27,N,2016-11-01 19:26:00,2016-02-18 11:12:00,2016-01-13 07:27:00,0.0,Tuesday,19.0,-370574.0,Ticket flagged as overdue by the system .,NEGATIVE,0.8958033323287964,122,2
IT569831,User,ITSupport,Email,,We have raised the request with Lenovo.,Accessories,2016-11-01 19:26:00,18-02-2016 11:12,2016-04-02 21:35:00,N,2016-11-01 19:26:00,2016-02-18 11:12:00,2016-04-02 21:35:00,0.0,Tuesday,19.0,-370574.0,we have raised the request with Lenovo .,,,122,2
IT569831,User,ITSupport,Email,Status Changed,Status changed from Open to Pending by Shashi Kumar Raju Hasthi,Accessories,2016-11-01 19:26:00,18-02-2016 11:12,2016-04-02 21:35:00,N,2016-11-01 19:26:00,2016-02-18 11:12:00,2016-04-02 21:35:00,0.0,Tuesday,19.0,-370574.0,status changed from Open to Pending by Shashi Kumar Raju Hasthi . Status changed from Pending to Open .,POSITIVE,0.9965285658836365,122,2
IT569831,User,ITSupport,Email,,"New battery is available now, please bring the laptop to IT team will replace the battery.",Accessories,2016-11-01 19:26:00,18-02-2016 11:12,18-02-2016 11:12,N,2016-11-01 19:26:00,2016-02-18 11:12:00,2016-02-18 11:12:00,0.0,Tuesday,19.0,-370574.0,"new battery is available now, please bring the laptop to IT team will replace it .",,,122,2
IT569831,User,ITSupport,Email,Status Changed,Status changed from Pending to Resolved by Shashi Kumar Raju Hasthi,Accessories,2016-11-01 19:26:00,18-02-2016 11:12,18-02-2016 11:12,N,2016-11-01 19:26:00,2016-02-18 11:12:00,2016-02-18 11:12:00,0.0,Tuesday,19.0,-370574.0,Status changed from Pending to Resolved by Shashi Kumar Raju Hasthi .,POSITIVE,0.9965285658836365,122,2
IT105234,User,ITSupport,Email,"Account got locked, because of 3 wrong attempts os password. Could you please reset the password",Unlocked the account and new password is sent to your email id.,Access Requests,15-12-2015 18:12,15-12-2015 20:53,15-12-2015 18:12,YYY,2015-12-15 18:12:00,2015-12-15 20:53:00,2015-12-15 18:12:00,161.0,Tuesday,18.0,161.0,unlocked the account and new password is sent to your email id.,NEGATIVE,0.9989000558853149,243,2
IT191390,User,ITSupport,Web,install MS office,Please login to web mail and go to settings -office 365 -install applications- download and install MS office for your machine.,Software Installation & Configuration,2016-01-05 23:27:24,2016-01-06 13:15:34,2016-01-06 13:15:34,YY,2016-01-05 23:27:24,2016-01-06 13:15:34,2016-01-06 13:15:34,828.1666666666666,Tuesday,23.0,828.1666666666666,login to web mail and go to settings -office 365 . download and install MS office for your machine .,POSITIVE,0.8638561964035034,1,2
IT873202,User,ITSupport,Email,Not able to proceed further in ticket.abc.com after logging in,Resolved. Please check the same now.,Access Requests,19-01-2016 13:14,19-01-2016 17:30,19-01-2016 13:14,YYY,2016-01-19 13:14:00,2016-01-19 17:30:00,2016-01-19 13:14:00,256.0,Tuesday,13.0,256.0,resolved. Please check the same now .,NEGATIVE,0.9996069073677063,243,2
IT325585,User,ITSupport,Email,,************ Â This is auto generated mail. Don't reply this mail ***************************<br /><br />Please be aware that ticket #Â IT325585 has been resolved and closed. <br />Please let the IT Support team know if you have any further questions or issues.<br /><br />*********************************************************************************************,Accessories,19-12-2017 10:32,19-12-2017 10:36,19-12-2017 10:36,N,2017-12-19 10:32:00,2017-12-19 10:36:00,2017-12-19 10:36:00,4.0,Tuesday,10.0,4.0,ticket # IT325585 has been resolved and closed .,,,122,2
IT250766,User,ITSupport,Email,Collaborators added by end user,Pavan Thukuntla &lt;pthukuntla@abc.com&gt; via Email (to),Accessories,19-12-2017 11:16,20-12-2017 14:25,20-12-2017 12:25,N,2017-12-19 11:16:00,2017-12-20 14:25:00,2017-12-20 12:25:00,1629.0,Tuesday,11.0,1629.0,paan Thukuntla via email via email .,POSITIVE,0.9921356439590454,122,2
IT210043,User,ITSupport,Email,Collaborators added by end user,Shijil Aynoli &lt;saynoli@abc.com&gt; via Email (to)<br />Gnaneswar Kk &lt;gnaneswar.kk@emc.com&gt; via Email (to)<br />IT Support &lt;it@abc.com&gt; via Email (cc)<br />Santhosh Battar &lt;sbattar@abc.com&gt; via Email (cc),Access Requests,25-10-2016 17:49,25-10-2016 18:30,25-10-2016 17:49,N,2016-10-25 17:49:00,2016-10-25 18:30:00,2016-10-25 17:49:00,41.0,Tuesday,17.0,41.0,Shijil Aynoli &lt;saynoli@abc.com&gt; via Email (to)br/>Gnaneswar Kk .,POSITIVE,0.9921356439590454,243,2
IT107019,User,ITSupport,Email,"Forgot the password, can you please reset the password for me.","Go to URL : password.reset.com, Enter you login id, enter password received, reset the password",Access Requests,15-12-2015 18:12,15-12-2015 20:53,15-12-2015 18:12,YYY,2015-12-15 18:12:00,2015-12-15 20:53:00,2015-12-15 18:12:00,161.0,Tuesday,18.0,161.0,"go to URL: password.reset.com, enter you login id, enter password received, reset the password .",NEGATIVE,0.9995412826538086,243,2
IT210043,User,ITSupport,Email,,"Hello Gnaneswar Reddy,<br /><br />Your request had been resolved,hence ticket marked as closed.<br /><br />Thanks &amp; Regards<br />A.Shijil Kumar",Access Requests,25-10-2016 17:49,25-10-2016 18:30,25-10-2016 18:30,N,2016-10-25 17:49:00,2016-10-25 18:30:00,2016-10-25 18:30:00,41.0,Tuesday,17.0,41.0,"your request had been resolved,hence ticket marked as closed .br />a.Shijil Kumar &amp; a.shijil .",,,243,2
IT835203,User,ITSupport,Email,Status Changed,Status changed from Open to Pending by Nagaraju Mochi,Access Requests,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-05-09 13:55:00,N,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-05-09 13:55:00,44789.0,Tuesday,13.0,44789.0,Status changed from Open to Pending by Nagaraju Mochi .,POSITIVE,0.9965285658836365,243,2
IT258309,User,ITSupport,Email,Ticket Marked Overdue,Ticket flagged as overdue by the system.,Access Requests,19-01-2016 17:23,20-01-2016 11:05,20-01-2016 01:23,N,2016-01-19 17:23:00,2016-01-20 11:05:00,2016-01-20 01:23:00,1062.0,Tuesday,17.0,1062.0,Ticket flagged as overdue by the system .,NEGATIVE,0.8958033323287964,243,2
IT258309,User,ITSupport,Email,Ticket Updated,Updated Helptopic,Access Requests,19-01-2016 17:23,20-01-2016 11:05,19-01-2016 17:28,N,2016-01-19 17:23:00,2016-01-20 11:05:00,2016-01-19 17:28:00,1062.0,Tuesday,17.0,1062.0,updated Helptopic . updated Helptopic updated to help you update your helptopic.,POSITIVE,0.987381637096405,243,2
IT835203,User,ITSupport,Email,,"Hello Aaditya,<br /><br />As discussed, we hope you have taken the required backup from the Yuva's machine and thanks for confirming the same.<br /><br />Hence marking the ticket as closed.<br /><br /><strong> Regards,</strong><br />Nagaraj.",Access Requests,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-06-09 15:57:00,N,2017-05-09 13:28:00,2017-06-09 15:57:00,2017-06-09 15:57:00,44789.0,Tuesday,13.0,44789.0,"Hello Aaditya,br />strong> Regards,/strong> . a ticket is closed .",,,243,2
IT258309,User,ITSupport,Email,,"We have reset the password and communicated to user in a mail already, now user is able to login. Hence marking the ticket resolved and closed.<br /><br /> Regards<br /> Vinod",Access Requests,19-01-2016 17:23,20-01-2016 11:05,20-01-2016 11:05,N,2016-01-19 17:23:00,2016-01-20 11:05:00,2016-01-20 11:05:00,1062.0,Tuesday,17.0,1062.0,we have reset the password and communicated to user in a mail already . now user is able to login .,,,243,2
IT258309,User,ITSupport,Email,Ticket Updated,"We have reset the password and communicated to user in a mail already, now user is able to login. Hence marking the ticket resolved.<br /><br /> Regards<br /> Vinod",Access Requests,19-01-2016 17:23,20-01-2016 11:05,20-01-2016 11:04,N,2016-01-19 17:23:00,2016-01-20 11:05:00,2016-01-20 11:04:00,1062.0,Tuesday,17.0,1062.0,we have reset the password and communicated to user in a mail already . now user is able to login .,POSITIVE,0.987381637096405,243,2
IT258309,User,ITSupport,Email,Ticket Assigned to Vinod Kumar Reddy Dendi,Please Update the ticket,Access Requests,19-01-2016 17:23,20-01-2016 11:05,19-01-2016 17:28,N,2016-01-19 17:23:00,2016-01-20 11:05:00,2016-01-19 17:28:00,1062.0,Tuesday,17.0,1062.0,please update the ticket ticket . click here for more information.,NEGATIVE,0.8919594883918762,243,2
IT814161,User,ITSupport,Email,,<div style=font-size:12pt;color:#000000;font-family:Calibri,Access Requests,25-01-2017 10:43,25-01-2017 11:20,25-01-2017 10:59,N,2017-01-25 10:43:00,2017-01-25 11:20:00,2017-01-25 10:59:00,37.0,Wednesday,10.0,37.0,div style=font-size:12pt;color:#000000;fontfamily:Calibri .,,,243,3
IT814161,User,ITSupport,Email,,"Hi Rama,<br /><br />Please check now and confirm,if you still facing an issue please let us know.<br /><br />Regards<br />IT Team",Access Requests,25-01-2017 10:43,25-01-2017 11:20,25-01-2017 10:52,N,2017-01-25 10:43:00,2017-01-25 11:20:00,2017-01-25 10:52:00,37.0,Wednesday,10.0,37.0,please check now and confirm if you still facing an issue please let us know .,,,243,3
IT814161,User,ITSupport,Email,Ticket Assigned to Shijil Kumar Aynoli,Ticket claimed by Shijil Kumar Aynoli,Access Requests,25-01-2017 10:43,25-01-2017 11:20,25-01-2017 10:50,N,2017-01-25 10:43:00,2017-01-25 11:20:00,2017-01-25 10:50:00,37.0,Wednesday,10.0,37.0,Ticket claimed by Shijil Kumar Aynoli .,NEGATIVE,0.8922573328018188,243,3
IT956065,User,ITSupport,Email,Ticket Assigned to Janardhana Rao Vemulapalli,Could you please look into the request.,Access Requests,2017-02-01 13:04:00,2017-02-01 16:50:00,2017-02-01 14:26:00,N,2017-02-01 13:04:00,2017-02-01 16:50:00,2017-02-01 14:26:00,226.0,Wednesday,13.0,226.0,could you please look into the request .,NEGATIVE,0.8705884218215942,243,3
